activity_id,date,run_type,distance_miles,duration_minutes,pace_min_per_mile,avg_heart_rate,elevation_gain_ft,location,weather,perceived_effort
1826,2028-04-25,interval,4.98,35.7,7.16,161,9,downtown,cold,5
1827,2028-04-28,tempo,6.17,45.9,7.44,162,154,the forest preserve,perfect weather,9
1828,2028-05-01,interval,7.92,52.0,6.57,171,24,Riverside Park,hot,9
1829,2028-05-03,interval,6.83,41.3,6.04,171,2,the canal trail,hot,8
1830,2028-05-04,tempo,11.68,86.8,7.43,160,94,the forest preserve,perfect weather,7
1831,2028-05-05,long run,14.04,137.3,9.78,155,21,Central Park,perfect weather,3
1832,2028-05-07,interval,6.53,51.5,7.89,163,23,the waterfront,overcast,6
1833,2028-05-10,trail,7.59,79.4,10.46,146,67,the hills,foggy,9
1834,2028-05-12,race,26.2,157.5,6.01,156,105,the neighborhood,perfect weather,8
1835,2028-05-15,fartlek,6.0,53.7,8.95,159,75,the forest preserve,perfect weather,3
1836,2028-05-16,tempo,7.89,52.1,6.6,171,30,the waterfront,breezy,8
1837,2028-05-17,long run,11.27,110.7,9.82,141,91,the forest preserve,windy,8
1838,2028-05-19,easy,9.84,95.4,9.7,141,4,the forest preserve,humid,9
1839,2028-05-20,long run,21.71,239.9,11.05,133,60,the hills,perfect weather,2
1840,2028-05-21,recovery,3.75,40.8,10.87,119,135,the hills,cold,1
1841,2028-05-23,tempo,7.96,54.7,6.87,165,108,Riverside Park,hot,5
1842,2028-05-24,race,13.1,91.7,7.0,180,29,the waterfront,sunny,3
1843,2028-05-25,trail,9.85,105.4,10.7,142,22,Central Park,cold,5
1844,2028-05-26,tempo,6.32,47.8,7.56,151,79,the canal trail,breezy,8
1845,2028-05-27,long run,13.4,136.3,10.17,138,0,the greenway,hot,2
1846,2028-05-28,trail,10.23,115.8,11.32,152,75,the waterfront,crisp,5
1847,2028-05-30,fartlek,9.45,79.9,8.46,157,5,downtown,perfect weather,8
1848,2028-06-02,tempo,8.31,64.2,7.72,161,27,the beach path,humid,9
1849,2028-06-05,fartlek,9.16,79.5,8.68,149,37,the beach path,rainy,8
1850,2028-06-06,recovery,2.96,33.3,11.25,128,23,Riverside Park,crisp,10
1851,2028-06-08,trail,4.83,58.7,12.15,149,229,the trails,perfect weather,6
1852,2028-06-10,easy,9.7,89.4,9.22,144,38,the neighborhood,rainy,5
1853,2028-06-13,long run,21.55,230.2,10.68,141,10,the canal trail,humid,1
1854,2028-06-15,race,3.1,20.7,6.69,147,37,the neighborhood,foggy,2
1855,2028-06-16,easy,9.48,87.7,9.25,138,45,the hills,foggy,4
1856,2028-06-18,easy,10.42,101.7,9.76,136,53,Riverside Park,muggy,9
1857,2028-06-19,easy,6.31,63.0,9.98,128,21,the treadmill,windy,4
1858,2028-06-22,fartlek,11.49,95.1,8.28,150,58,Riverside Park,foggy,10
1859,2028-06-23,trail,7.16,85.6,11.95,145,32,the hills,sunny,8
1860,2028-06-24,recovery,2.95,31.7,10.74,120,90,the lake path,humid,7
1861,2028-06-25,recovery,2.2,24.9,11.31,116,16,the lake path,cold,2
1862,2028-06-26,long run,14.53,150.1,10.33,143,87,the greenway,humid,5
1863,2028-06-27,tempo,4.47,32.3,7.22,159,29,the treadmill,overcast,3
1864,2028-06-28,trail,10.09,114.4,11.34,145,1,the neighborhood,humid,1
1865,2028-06-30,recovery,3.52,35.1,9.96,137,66,the track,sunny,1
1866,2028-07-01,trail,9.87,107.9,10.93,139,164,Riverside Park,hot,3
1867,2028-07-03,recovery,3.65,39.6,10.86,136,35,the treadmill,perfect weather,2
1868,2028-07-04,interval,6.1,40.4,6.62,164,18,the trails,crisp,10
1869,2028-07-05,fartlek,8.72,80.2,9.2,153,8,the greenway,foggy,7
1870,2028-07-06,race,3.1,24.5,7.91,171,125,downtown,rainy,9
1871,2028-07-08,long run,18.52,175.8,9.49,148,90,the waterfront,sunny,7
1872,2028-07-11,interval,5.33,34.5,6.47,169,88,Central Park,cold,9
1873,2028-07-13,long run,20.96,214.2,10.22,134,127,the trails,foggy,3
1874,2028-07-14,trail,6.01,72.3,12.03,145,317,the waterfront,overcast,9
1875,2028-07-15,tempo,4.68,38.0,8.13,165,16,downtown,foggy,3
1876,2028-07-16,trail,8.89,96.8,10.89,159,95,the greenway,rainy,1
1877,2028-07-17,fartlek,4.56,37.0,8.12,152,71,the canal trail,crisp,5
1878,2028-07-20,tempo,8.08,67.5,8.35,163,43,Central Park,sunny,8
1879,2028-07-21,race,26.2,178.9,6.83,167,32,downtown,muggy,4
1880,2028-07-23,race,3.1,23.1,7.45,154,150,the track,breezy,9
1881,2028-07-25,long run,10.89,107.0,9.83,144,57,the treadmill,overcast,7
1882,2028-07-28,long run,17.41,179.1,10.29,148,82,the canal trail,humid,9
1883,2028-07-29,trail,9.67,107.9,11.16,154,19,the trails,crisp,9
1884,2028-07-30,recovery,3.26,35.0,10.74,121,56,the neighborhood,cold,8
1885,2028-07-31,interval,4.12,23.2,5.62,170,74,the neighborhood,hot,6
1886,2028-08-01,fartlek,10.94,84.3,7.71,148,109,the hills,hot,1
1887,2028-08-04,tempo,5.05,37.8,7.49,171,95,the neighborhood,sunny,10
1888,2028-08-06,easy,4.52,42.3,9.36,128,139,Central Park,muggy,3
1889,2028-08-08,fartlek,9.95,84.1,8.45,163,77,the beach path,perfect weather,9
1890,2028-08-09,long run,19.43,191.4,9.85,155,49,the greenway,sunny,8
1891,2028-08-12,long run,15.55,155.3,9.99,150,122,downtown,perfect weather,10
1892,2028-08-13,trail,5.44,63.2,11.61,158,50,the track,breezy,1
1893,2028-08-14,fartlek,10.64,101.8,9.57,151,4,downtown,windy,8
1894,2028-08-15,interval,4.79,31.5,6.58,181,30,the forest preserve,sunny,5
1895,2028-08-18,recovery,2.16,24.0,11.13,115,13,the trails,overcast,10
1896,2028-08-21,race,6.2,42.5,6.86,169,21,the trails,rainy,6
1897,2028-08-22,race,26.2,197.0,7.52,145,115,the forest preserve,breezy,10
1898,2028-08-23,easy,8.95,91.5,10.22,137,9,the trails,muggy,7
1899,2028-08-24,race,26.2,180.5,6.89,158,40,the track,foggy,4
1900,2028-08-27,tempo,7.11,55.2,7.76,174,14,Riverside Park,crisp,3
1901,2028-08-30,long run,15.08,153.8,10.2,133,57,the track,cold,10
1902,2028-08-31,race,6.2,45.0,7.25,160,153,the canal trail,muggy,1
1903,2028-09-03,race,26.2,182.6,6.97,154,296,Central Park,perfect weather,1
1904,2028-09-04,trail,4.72,56.5,11.98,134,74,the canal trail,perfect weather,5
1905,2028-09-05,fartlek,9.63,86.3,8.96,160,71,the waterfront,hot,9
1906,2028-09-06,interval,7.83,55.3,7.06,170,55,Central Park,cold,7
1907,2028-09-08,fartlek,8.31,71.2,8.57,160,48,downtown,sunny,7
1908,2028-09-09,recovery,3.14,34.6,11.03,117,47,Riverside Park,crisp,1
1909,2028-09-12,interval,4.19,24.9,5.95,170,119,the forest preserve,perfect weather,2
1910,2028-09-13,interval,4.6,33.4,7.26,175,67,the track,hot,5
1911,2028-09-14,long run,10.14,97.2,9.59,139,11,Central Park,rainy,7
1912,2028-09-15,recovery,4.96,52.8,10.65,127,29,the canal trail,cold,4
1913,2028-09-16,fartlek,8.7,72.7,8.36,152,5,the trails,hot,1
1914,2028-09-17,interval,4.09,25.9,6.34,159,81,Riverside Park,crisp,10
1915,2028-09-19,long run,12.48,114.9,9.21,140,84,the neighborhood,rainy,10
1916,2028-09-20,long run,18.27,171.4,9.38,142,66,Central Park,sunny,7
1917,2028-09-21,long run,11.38,117.6,10.33,153,94,the beach path,humid,1
1918,2028-09-23,easy,5.13,50.4,9.83,139,82,the treadmill,crisp,7
1919,2028-09-24,long run,13.96,142.8,10.23,144,262,the neighborhood,sunny,9
1920,2028-09-25,race,26.2,179.7,6.86,171,130,the lake path,overcast,10
1921,2028-09-27,interval,5.18,35.9,6.93,150,1,the canal trail,crisp,10
1922,2028-09-28,fartlek,7.55,61.5,8.14,147,15,the lake path,rainy,7
1923,2028-09-30,long run,11.02,112.3,10.19,150,84,downtown,muggy,1
1924,2028-10-02,recovery,2.01,22.5,11.18,130,22,the hills,windy,2
1925,2028-10-03,easy,4.73,47.2,9.97,146,57,the hills,breezy,2
1926,2028-10-05,interval,7.24,44.7,6.17,167,11,the hills,humid,9
1927,2028-10-06,recovery,2.56,29.1,11.36,129,305,the lake path,rainy,10
1928,2028-10-08,tempo,5.36,40.3,7.51,163,30,the trails,humid,1
1929,2028-10-09,tempo,6.25,41.4,6.62,156,286,the treadmill,crisp,7
1930,2028-10-11,recovery,2.0,22.5,11.24,124,72,the treadmill,crisp,9
1931,2028-10-12,tempo,5.48,40.4,7.38,165,84,the waterfront,cold,10
1932,2028-10-13,race,13.1,98.2,7.5,177,30,Central Park,foggy,10
1933,2028-10-16,tempo,10.77,80.3,7.46,168,48,Central Park,windy,9
1934,2028-10-18,easy,7.41,66.1,8.92,137,61,the lake path,hot,4
1935,2028-10-19,interval,7.13,46.2,6.48,168,91,the beach path,overcast,6
1936,2028-10-20,fartlek,4.14,36.7,8.87,156,65,the forest preserve,breezy,8
1937,2028-10-22,recovery,2.97,33.0,11.1,141,11,the canal trail,crisp,10
1938,2028-10-23,race,26.2,182.4,6.96,176,168,downtown,humid,2
1939,2028-10-25,easy,10.43,108.2,10.37,146,86,the waterfront,windy,1
1940,2028-10-28,interval,7.21,48.1,6.67,152,37,the forest preserve,windy,8
1941,2028-10-30,interval,7.66,46.7,6.1,170,7,the trails,rainy,6
1942,2028-11-02,trail,7.24,79.5,10.98,162,91,the trails,perfect weather,3
1943,2028-11-03,recovery,4.32,47.8,11.07,124,140,Central Park,overcast,6
1944,2028-11-04,long run,15.82,164.7,10.41,147,62,the track,cold,8
1945,2028-11-05,recovery,3.18,32.2,10.14,126,39,Central Park,sunny,4
1946,2028-11-06,race,6.2,40.3,6.5,160,157,the trails,cold,3
1947,2028-11-07,interval,4.69,31.0,6.6,168,33,the track,windy,1
1948,2028-11-08,race,3.1,21.5,6.95,166,117,Central Park,muggy,3
1949,2028-11-10,long run,15.56,153.6,9.87,147,50,downtown,windy,5
1950,2028-11-12,interval,6.05,40.4,6.67,175,88,downtown,hot,3
1951,2028-11-14,trail,9.92,118.1,11.91,146,62,the forest preserve,overcast,2
1952,2028-11-15,tempo,8.16,52.6,6.44,165,85,the beach path,windy,4
1953,2028-11-17,trail,10.89,134.3,12.33,142,13,the forest preserve,hot,6
1954,2028-11-19,trail,9.5,98.7,10.39,138,23,the neighborhood,windy,1
1955,2028-11-21,interval,5.67,39.3,6.94,174,193,the canal trail,foggy,5
1956,2028-11-22,recovery,2.06,23.9,11.6,130,74,the trails,sunny,5
1957,2028-11-23,fartlek,6.27,55.4,8.84,151,92,the trails,breezy,2
1958,2028-11-25,long run,10.42,98.5,9.45,150,42,the track,foggy,7
1959,2028-11-28,recovery,4.4,50.4,11.45,125,48,the waterfront,foggy,8
1960,2028-11-29,recovery,4.48,52.7,11.77,142,44,the forest preserve,hot,9
1961,2028-12-02,fartlek,8.29,66.6,8.03,147,47,the forest preserve,rainy,8
1962,2028-12-03,trail,9.75,107.9,11.07,146,19,the neighborhood,crisp,1
1963,2028-12-04,interval,4.91,31.0,6.31,161,70,the trails,rainy,4
1964,2028-12-06,interval,6.15,37.4,6.08,155,18,the treadmill,perfect weather,7
1965,2028-12-08,tempo,4.28,27.9,6.52,150,55,the canal trail,hot,5
1966,2028-12-10,long run,18.48,203.3,11.0,159,15,the track,overcast,5
1967,2028-12-12,recovery,4.84,55.0,11.37,125,11,the trails,crisp,1
1968,2028-12-14,recovery,2.18,22.3,10.25,129,31,the lake path,rainy,8
1969,2028-12-16,trail,8.27,96.9,11.72,141,12,downtown,rainy,6
1970,2028-12-17,trail,6.7,78.3,11.69,138,70,Central Park,humid,8
1971,2028-12-18,race,3.1,20.8,6.71,165,20,downtown,overcast,5
1972,2028-12-20,long run,17.9,176.3,9.85,134,24,the beach path,cold,4
1973,2028-12-21,long run,17.27,172.9,10.01,142,263,Riverside Park,hot,1
1974,2028-12-23,interval,6.29,38.4,6.1,191,210,downtown,windy,6
1975,2028-12-24,race,13.1,88.3,6.74,175,21,the trails,breezy,10
1976,2028-12-25,race,3.1,21.8,7.02,154,109,the beach path,cold,5
1977,2028-12-26,trail,9.79,108.9,11.12,148,131,the lake path,crisp,1
1978,2028-12-28,tempo,7.41,59.2,7.99,152,175,the canal trail,perfect weather,4
1979,2028-12-29,interval,6.77,44.3,6.54,181,171,the waterfront,windy,9
1980,2028-12-31,fartlek,10.03,75.3,7.51,154,19,the forest preserve,rainy,6
1981,2029-01-01,recovery,4.17,48.0,11.5,127,41,the canal trail,windy,7
1982,2029-01-04,trail,6.27,70.2,11.2,138,15,the trails,rainy,8
1983,2029-01-06,easy,7.63,69.2,9.07,146,39,downtown,humid,10
1984,2029-01-07,race,3.1,21.6,6.98,169,6,the waterfront,muggy,6
1985,2029-01-08,interval,6.4,42.2,6.59,165,43,the lake path,perfect weather,7
1986,2029-01-11,race,13.1,87.5,6.68,167,58,the hills,sunny,10
1987,2029-01-12,tempo,4.83,33.3,6.9,162,10,the track,hot,10
1988,2029-01-15,trail,5.57,64.7,11.62,141,23,the lake path,windy,7
1989,2029-01-16,trail,6.62,74.7,11.29,152,18,the trails,rainy,2
1990,2029-01-17,fartlek,9.37,77.8,8.3,154,59,the neighborhood,cold,2
1991,2029-01-18,long run,11.53,118.6,10.29,149,40,the neighborhood,foggy,3
1992,2029-01-19,fartlek,6.11,50.3,8.24,149,64,Central Park,humid,4
1993,2029-01-20,trail,5.01,59.1,11.8,147,291,the treadmill,windy,4
1994,2029-01-21,long run,14.07,145.9,10.37,139,12,the waterfront,sunny,6
1995,2029-01-23,easy,9.27,86.0,9.28,146,66,the track,hot,7
1996,2029-01-25,tempo,9.86,71.5,7.25,135,7,Riverside Park,humid,9
1997,2029-01-27,fartlek,4.46,39.5,8.86,157,12,the forest preserve,overcast,7
1998,2029-01-28,tempo,7.23,52.4,7.25,175,11,the canal trail,windy,5
1999,2029-01-30,fartlek,7.81,62.2,7.96,155,115,the track,crisp,10
2000,2029-01-31,interval,7.97,51.2,6.43,158,92,the greenway,breezy,8
2001,2029-02-01,interval,7.07,45.0,6.36,181,3,Central Park,humid,8
2002,2029-02-02,trail,7.22,82.1,11.37,145,149,the hills,windy,9
2003,2029-02-03,fartlek,9.67,88.5,9.15,144,70,the waterfront,rainy,10
2004,2029-02-04,long run,14.11,148.2,10.5,130,7,the treadmill,muggy,8
2005,2029-02-05,race,26.2,196.5,7.5,157,31,the hills,humid,7
2006,2029-02-06,tempo,6.74,45.6,6.77,156,42,the hills,breezy,7
2007,2029-02-08,trail,11.55,133.4,11.55,162,3,the neighborhood,humid,10
2008,2029-02-09,trail,11.36,145.7,12.83,148,4,the forest preserve,sunny,4
2009,2029-02-10,race,13.1,99.0,7.56,169,22,the neighborhood,overcast,4
2010,2029-02-12,trail,9.26,107.6,11.62,148,46,the beach path,foggy,2
2011,2029-02-13,long run,18.28,178.4,9.76,144,52,the beach path,overcast,9
2012,2029-02-14,trail,4.52,51.3,11.35,144,68,the waterfront,humid,5
2013,2029-02-15,easy,10.54,100.8,9.56,158,157,the waterfront,sunny,2
2014,2029-02-18,fartlek,8.52,69.4,8.14,168,83,the lake path,hot,7
2015,2029-02-19,trail,5.07,60.0,11.83,146,89,Central Park,sunny,5
2016,2029-02-20,tempo,5.71,39.6,6.94,150,70,downtown,muggy,8
2017,2029-02-22,fartlek,6.56,54.1,8.25,154,133,Riverside Park,overcast,9
2018,2029-02-25,interval,6.79,47.9,7.06,179,29,the forest preserve,rainy,3
2019,2029-02-27,race,6.2,42.5,6.86,164,142,the track,sunny,10
2020,2029-02-28,tempo,4.08,30.6,7.5,165,12,the treadmill,overcast,9
2021,2029-03-03,trail,4.6,54.7,11.89,133,229,the track,overcast,1
2022,2029-03-06,race,6.2,45.6,7.36,166,121,the waterfront,hot,3
2023,2029-03-07,easy,9.01,88.3,9.8,151,81,the neighborhood,foggy,4
2024,2029-03-09,easy,11.89,118.2,9.94,156,105,the canal trail,muggy,9
2025,2029-03-12,long run,12.59,128.7,10.22,147,7,the lake path,breezy,5
2026,2029-03-14,easy,10.63,112.9,10.62,118,46,the hills,sunny,1
2027,2029-03-16,interval,4.15,29.0,6.99,192,76,the trails,hot,4
2028,2029-03-17,long run,17.13,168.4,9.83,147,72,Central Park,perfect weather,1
2029,2029-03-18,recovery,2.68,29.4,10.97,132,15,the canal trail,windy,2
2030,2029-03-19,long run,17.72,186.4,10.52,157,7,the beach path,muggy,3
2031,2029-03-22,tempo,6.51,48.0,7.38,168,49,Central Park,perfect weather,9
2032,2029-03-23,recovery,4.79,55.1,11.5,127,28,downtown,foggy,4
2033,2029-03-25,interval,7.72,51.6,6.68,175,22,the greenway,perfect weather,7
2034,2029-03-26,interval,7.3,41.5,5.69,176,0,the trails,overcast,6
2035,2029-03-27,tempo,6.58,43.1,6.55,168,82,Central Park,perfect weather,6
2036,2029-03-28,trail,10.83,126.3,11.66,156,24,the trails,rainy,4
2037,2029-03-29,race,13.1,73.5,5.61,176,0,Central Park,overcast,4
2038,2029-03-31,race,26.2,209.1,7.98,173,71,Riverside Park,breezy,9
2039,2029-04-02,tempo,4.53,35.1,7.74,174,9,the treadmill,overcast,10
2040,2029-04-03,trail,4.64,49.7,10.72,153,44,the neighborhood,breezy,3
2041,2029-04-04,tempo,9.76,63.8,6.54,166,82,the neighborhood,breezy,6
2042,2029-04-07,fartlek,9.19,83.5,9.09,148,81,Riverside Park,hot,1
2043,2029-04-09,fartlek,9.57,80.1,8.37,155,37,the lake path,foggy,4
2044,2029-04-11,easy,5.63,49.2,8.74,144,33,the trails,sunny,10
2045,2029-04-12,race,6.2,37.6,6.06,166,57,the forest preserve,perfect weather,4
2046,2029-04-14,long run,18.7,187.6,10.03,151,45,Central Park,humid,6
2047,2029-04-16,race,6.2,38.9,6.27,177,28,the track,perfect weather,4
2048,2029-04-19,easy,8.64,81.8,9.47,161,27,the trails,breezy,10
2049,2029-04-21,recovery,2.16,23.0,10.65,128,23,the track,cold,6
2050,2029-04-24,easy,10.97,97.3,8.87,147,53,the greenway,perfect weather,5
2051,2029-04-25,interval,5.53,36.4,6.59,156,66,the canal trail,breezy,6
2052,2029-04-26,interval,6.84,38.1,5.57,164,36,the trails,foggy,1
2053,2029-04-29,interval,6.88,44.1,6.41,181,9,the beach path,muggy,4
2054,2029-05-01,trail,5.69,66.8,11.74,153,12,the greenway,hot,3
2055,2029-05-03,easy,4.24,39.6,9.35,126,40,Riverside Park,rainy,2
2056,2029-05-04,easy,8.13,79.6,9.79,140,136,the neighborhood,humid,4
2057,2029-05-05,long run,13.78,133.9,9.72,145,68,the track,crisp,9
2058,2029-05-06,interval,4.8,29.5,6.14,166,204,the greenway,overcast,7
2059,2029-05-09,fartlek,7.14,62.2,8.71,159,56,the treadmill,humid,4
2060,2029-05-10,trail,8.04,85.8,10.67,146,2,the track,crisp,4
2061,2029-05-11,race,26.2,177.4,6.77,180,58,the neighborhood,windy,5
2062,2029-05-13,long run,19.41,207.3,10.68,139,115,downtown,perfect weather,7
2063,2029-05-14,fartlek,6.7,54.0,8.06,160,50,the waterfront,perfect weather,9
2064,2029-05-16,trail,6.63,80.1,12.08,141,11,the beach path,humid,8
2065,2029-05-17,trail,5.81,67.6,11.64,147,75,the lake path,overcast,5
2066,2029-05-19,tempo,7.9,56.3,7.13,161,96,the greenway,breezy,3
2067,2029-05-20,trail,6.31,76.0,12.04,148,7,the waterfront,cold,8
2068,2029-05-21,trail,8.61,98.3,11.42,152,125,the greenway,crisp,8
2069,2029-05-22,recovery,2.41,27.9,11.59,122,27,the track,breezy,8
2070,2029-05-23,tempo,5.78,44.3,7.66,159,101,the trails,sunny,1
2071,2029-05-25,recovery,3.62,39.9,11.02,135,49,the waterfront,perfect weather,7
2072,2029-05-27,recovery,3.81,41.4,10.86,113,341,the lake path,rainy,5
2073,2029-05-30,long run,17.89,178.2,9.96,152,180,the lake path,sunny,2
2074,2029-06-01,tempo,7.33,56.7,7.73,161,73,the trails,perfect weather,5
2075,2029-06-04,recovery,2.73,30.2,11.07,130,109,the greenway,breezy,8
2076,2029-06-07,recovery,4.33,43.9,10.13,131,64,the forest preserve,sunny,7
2077,2029-06-09,interval,5.93,34.7,5.86,181,76,the trails,rainy,1
2078,2029-06-10,easy,11.69,103.5,8.85,136,57,the forest preserve,muggy,3
2079,2029-06-11,fartlek,6.84,56.1,8.2,167,41,the neighborhood,humid,5
2080,2029-06-12,tempo,8.35,67.2,8.05,143,54,Central Park,overcast,2
2081,2029-06-15,trail,5.35,61.5,11.49,139,10,the lake path,breezy,10
2082,2029-06-16,interval,6.64,43.7,6.58,177,41,the lake path,humid,7
2083,2029-06-17,race,26.2,186.5,7.12,173,117,the hills,cold,7
2084,2029-06-20,long run,19.85,202.5,10.2,144,153,Riverside Park,muggy,10
2085,2029-06-21,tempo,6.29,45.5,7.23,155,25,the treadmill,breezy,4
2086,2029-06-24,trail,5.6,63.9,11.41,145,21,the forest preserve,cold,1
2087,2029-06-25,fartlek,4.05,35.0,8.65,166,44,Central Park,overcast,2
2088,2029-06-28,trail,9.41,103.8,11.03,146,96,the greenway,perfect weather,5
2089,2029-07-01,trail,4.0,47.9,11.98,155,246,the track,humid,6
2090,2029-07-02,tempo,4.75,36.7,7.72,165,107,the trails,rainy,3
2091,2029-07-04,long run,16.85,169.2,10.04,146,232,the waterfront,crisp,4
2092,2029-07-05,interval,5.91,44.6,7.55,162,216,Central Park,breezy,3
2093,2029-07-06,race,26.2,183.4,7.0,161,92,the waterfront,muggy,10
2094,2029-07-07,tempo,11.27,86.7,7.69,172,227,Riverside Park,cold,2
2095,2029-07-09,long run,10.28,102.1,9.93,139,31,the treadmill,overcast,6
2096,2029-07-10,interval,7.39,51.3,6.94,172,10,the waterfront,rainy,2
2097,2029-07-11,easy,8.26,79.2,9.59,133,24,the treadmill,sunny,10
2098,2029-07-12,long run,14.61,152.7,10.45,143,106,the trails,foggy,1
2099,2029-07-14,race,26.2,169.5,6.47,167,210,the waterfront,hot,10
2100,2029-07-16,recovery,3.1,36.7,11.84,127,1,downtown,muggy,6
2101,2029-07-17,interval,6.76,43.9,6.5,164,32,downtown,muggy,7
2102,2029-07-19,easy,9.63,96.7,10.04,148,54,downtown,hot,2
2103,2029-07-20,fartlek,7.6,64.5,8.49,161,17,the canal trail,breezy,7
2104,2029-07-23,tempo,9.07,67.3,7.42,161,22,Central Park,crisp,2
2105,2029-07-25,race,6.2,46.6,7.51,162,31,downtown,rainy,10
2106,2029-07-28,fartlek,10.2,83.3,8.17,150,11,the greenway,perfect weather,4
2107,2029-07-29,recovery,4.06,45.6,11.23,105,80,Central Park,muggy,6
2108,2029-07-30,recovery,2.44,25.5,10.47,122,27,the neighborhood,rainy,4
2109,2029-08-01,fartlek,9.31,80.2,8.61,139,38,the lake path,breezy,10
2110,2029-08-02,recovery,2.87,30.2,10.54,139,62,the lake path,rainy,2
2111,2029-08-05,trail,9.77,115.5,11.82,147,7,the treadmill,crisp,4
2112,2029-08-08,tempo,8.89,68.8,7.74,167,137,the canal trail,foggy,10
2113,2029-08-11,easy,8.1,71.4,8.81,136,63,the track,rainy,2
2114,2029-08-12,fartlek,11.59,112.2,9.68,166,186,the track,rainy,2
2115,2029-08-14,interval,7.77,51.4,6.62,174,8,the trails,windy,3
2116,2029-08-17,long run,20.16,201.2,9.98,131,56,Riverside Park,perfect weather,1
2117,2029-08-18,recovery,2.76,29.5,10.7,133,105,the lake path,cold,4
2118,2029-08-21,race,26.2,177.4,6.77,159,24,the neighborhood,overcast,3
2119,2029-08-23,fartlek,6.94,63.6,9.16,147,64,Riverside Park,breezy,6
2120,2029-08-24,long run,18.7,200.7,10.73,134,18,the neighborhood,hot,7
2121,2029-08-27,trail,7.43,86.5,11.64,155,16,the neighborhood,muggy,9
2122,2029-08-29,interval,7.24,44.8,6.19,163,95,the trails,cold,2
2123,2029-08-30,long run,18.6,182.8,9.83,157,39,Riverside Park,overcast,6
2124,2029-09-02,interval,7.9,53.6,6.78,162,29,the forest preserve,overcast,10
2125,2029-09-03,tempo,8.33,70.7,8.49,158,148,the canal trail,hot,7
2126,2029-09-05,easy,10.85,105.1,9.69,147,9,the treadmill,sunny,10
2127,2029-09-07,interval,4.81,33.3,6.92,169,6,the canal trail,perfect weather,7
2128,2029-09-08,recovery,2.49,28.1,11.27,133,154,the beach path,muggy,3
2129,2029-09-10,interval,7.32,48.4,6.61,187,43,Riverside Park,perfect weather,1
2130,2029-09-12,fartlek,8.04,65.8,8.19,147,60,downtown,humid,5
2131,2029-09-13,fartlek,8.65,75.9,8.78,159,121,the neighborhood,rainy,3
2132,2029-09-15,race,6.2,45.9,7.41,159,42,the forest preserve,muggy,1
2133,2029-09-17,recovery,2.04,22.1,10.81,135,28,the treadmill,foggy,2
2134,2029-09-18,fartlek,8.28,62.6,7.56,164,167,the neighborhood,windy,8
2135,2029-09-19,trail,7.7,87.7,11.39,151,63,Central Park,hot,3
2136,2029-09-22,interval,5.51,38.0,6.89,164,0,the canal trail,breezy,4
